"year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
2007,36," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.47712125471966,87.9810327856054
2005,42," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2004,54," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.65321251377534,104.921506533664
2004,27," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.47712125471966,87.9810327856054
2004,36," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.88081359228079,131.737801155001
2006,35," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.30102999566398,73.7757432746946
2003,60," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.65321251377534,104.921506533664
2005,42," Separated"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.51745982654023,91.602615662534
2008,41," Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2004,35," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.88016738443536,131.652698654268
2006,34," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.73518995947785,309.5717712662
2007,22," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.2578944687308,70.6610476694407
2007,47," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.44090908206522,84.8520440937874
2004,59," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.63346845557959,102.870246933215
2007,29," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.64345267648619,103.90247060316
2006,32," Never Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2003,49," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2009,30," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.66651798055488,106.326864894674
2003,33," Never Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.59769518592551,99.2552868268562
2007,51," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.89209460269048,133.232350826567
2003,37," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.36172783601759,78.3924668009837
2003,46," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2007,63," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,41," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.56820172406699,96.3706528322308
2005,40," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.69897000433602,109.833985642199
2007,46," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.64100585131578,281.745970551857
2005,45," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2008,48," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.30102999566398,200.543262324662
2007,28," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.47712125471966,87.9810327856054
2009,65," Divorced"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.47712125471966,87.9810327856054
2005,50," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.57978359661681,97.4932940453934
2008,53," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.68124123737559,107.903923866876
2007,48," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.56110138364906,95.6888119067371
2003,30," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.69897000433602,109.833985642199
2006,37," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.47035167934582,87.3874499713449
2004,51," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.48674209553399,88.8315691738134
2008,55," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.11394335230684,166.324941233877
2004,35," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.5506685412044,94.6956951317194
2006,33," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.80617997398389,122.263673892802
2008,41," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.88649072517248,132.487821126123
2003,34," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.56820172406699,96.3706528322308
2006,33," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.49136169383427,89.2428846644714
2008,49," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2006,62," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2004,31," Never Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.69897000433602,109.833985642199
2007,43," Divorced"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.60616631460762,100.099662492042
2008,43," Married"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.8998205024271,134.265677158654
2004,43," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.51851393987789,91.6992261117042
2009,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.69635638873333,109.547296634249
2003,48," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.25527250510331,70.4760196469445
2007,50," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.97123408764553,144.204738892859
2009,29," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.60205999132796,99.6894636984864
2004,52," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.54406804435028,94.0727147457005
2004,46," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.47712125471966,87.9810327856054
2005,40," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2004,43," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.39794000867204,81.2832532842527
2006,54," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.7481880270062,115.375038556391
2006,38," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.68124123737559,107.903923866876
2004,32," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.61909333062674,101.402052302992
2008,28," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.97313709380952,144.479422679423
2005,33," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.97772360528885,145.143601176911
2004,44," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",5.09691001300806,163.515863976238
2006,41," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.39794000867204,81.2832532842527
2005,31," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",3.69897000433602,40.4056652596845
2007,48," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.57978359661681,97.4932940453934
2007,50," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.76342799356294,117.146816914805
2004,47," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2004,31," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.43136376415899,84.0459576539924
2008,40," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.48657215051836,88.8164739741151
2009,54," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.46239799789896,86.6951548289402
2004,24," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.32221929473392,75.3556793180091
2005,34," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.5910646070265,98.5993438603892
2003,65," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2007,28," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.69722934275972,109.642968140263
2008,30," Separated"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.38021124171161,79.8549003093467
2009,45," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",5.11394335230684,166.324941233877
2008,35," Separated"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.93449845124357,139.00340805947
2005,46," Married"," Other"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.97772360528885,145.143601176911
2003,47," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.44715803134222,85.3839403789827
2008,71," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.60208170550921,99.6916283970721
2003,39," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2009,41," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.23044892137827,68.7480877337669
2007,33," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.93951925261862,139.703071527658
2009,76," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2009,20," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.34242268082221,76.8936025176112
2006,34," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2003,26," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2006,51," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2003,25," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.38021124171161,79.8549003093467
2006,62," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.85733249643127,128.680488220624
2006,37," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.19728055812562,180.779952229859
2009,37," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2007,32," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.49415459401844,89.4924795180001
2007,55," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.86923171973098,130.220832358777
2009,36," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.35024801833416,77.4976813877358
2006,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5,148.413159102577
2004,46," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.22188609733587,185.283317088498
2007,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.85733249643127,128.680488220624
2005,34," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.9912260756925,147.116689159978
2004,39," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",4.67209785793572,106.921814091211
2005,50," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," No",4.7481880270062,115.375038556391
2006,54," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.51851393987789,91.6992261117042
2007,60," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",5,148.413159102577
2007,48," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.7160033436348,111.720849360989
2007,47," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.83884909073726,126.323880709786
2004,20," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.17609125905568,65.1108537153447
2003,60," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.68124123737559,107.903923866876
2003,37," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4,54.5981500331442
2003,46," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2003,54," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.28330122870355,72.4793162971252
2006,51," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.8750612633917,130.982177377461
2009,32," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.51851393987789,91.6992261117042
2006,35," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.04139268515823,154.68529299563
2003,46," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
